Round,Tick,Player,PlayerPosition,Velocity
1,968,TaZ g2a.com,"""-2231.768798828125,66.39999389648438,-239.96875""","""-189.80970764160156,80.4222412109375,0"""
1,968,Snax g2a.com,"""-3238.54052734375,-175.69203186035156,-29.96875""","""13.94236946105957,249.6109161376953,0"""
1,969,olofmeister,"""-607.8895874023438,673.2999267578125,16.03125""","""3.952285051345825,-249.96875,0"""
1,969,twist,"""-580.2959594726562,847.4419555664062,18.341745376586914""","""-146.71343994140625,-202.42323303222656,292.6183776855469"""
1,974,dennis,"""-603.1925659179688,890.9152221679688,16.03125""","""-142.11788940429688,-200.56155395507812,0"""
1,995,byali g2a.com,"""-1215.8232421875,-1080.2821044921875,-84.90660095214844""","""243.2528839111328,3.1991467475891113,0"""
1,999,pashaBiceps g2a.com,"""-1330.4041748046875,-803.570556640625,-34.547176361083984""","""248.29086303710938,29.18291473388672,0"""
1,1000,neo g2a.com,"""-1096.599365234375,-840.6709594726562,-98.2134780883789""","""193.29054260253906,-145.60511779785156,0"""
1,1004,Lekr0,"""-538.505126953125,939.8333740234375,16.03125""","""-159.21212768554688,-182.60292053222656,0"""
1,1006,Snax g2a.com,"""-3233.7734375,-101.6272201538086,-29.96875""","""18.023290634155273,249.34947204589844,0"""
1,1007,olofmeister,"""-606.4871215820312,599.094482421875,16.03125""","""5.159787178039551,-249.94674682617188,0"""
1,1007,wenton,"""-499.5011291503906,900.2870483398438,16.03125""","""-189.70785522460938,-147.00656127929688,0"""
1,1012,dennis,"""-617.4591064453125,825.1908569335938,16.03125""","""12.13382339477539,-233.97215270996094,0"""
1,1018,TaZ g2a.com,"""-2319.69287109375,71.66687774658203,-239.96875""","""-239.6811065673828,-12.368066787719727,0"""
1,1033,byali g2a.com,"""-1149.1187744140625,-1060.4959716796875,-84.55184936523438""","""208.43772888183594,107.07383728027344,0"""
1,1037,pashaBiceps g2a.com,"""-1256.3326416015625,-799.292236328125,-51.93386459350586""","""249.91893005371094,6.366134166717529,0"""
1,1038,neo g2a.com,"""-1035.37744140625,-874.7072143554688,-115.01237487792969""","""162.2919921875,-161.17214965820312,0"""
1,1042,Lekr0,"""-582.948974609375,880.798095703125,16.03125""","""-142.59812927246094,-205.34304809570312,0"""
1,1044,Snax g2a.com,"""-3227.56396484375,-27.673927307128906,-29.96875""","""29.64069938659668,248.2366485595703,0"""
1,1045,olofmeister,"""-604.899658203125,524.8927612304688,0.03125""","""5.448005199432373,-249.9406280517578,0"""
1,1045,wenton,"""-551.2264404296875,848.7498779296875,16.03125""","""-165.01722717285156,-187.80126953125,0"""
1,1050,dennis,"""-619.8316040039062,755.1485595703125,16.03125""","""-36.67937469482422,-238.02276611328125,0"""
1,1056,TaZ g2a.com,"""-2390.876953125,68.74881744384766,-239.96875""","""-239.98477172851562,-2.703120231628418,0"""
1,1065,twist,"""-661.4550170898438,673.8428344726562,16.03125""","""-61.030418395996094,-174.70675659179688,0"""
1,1071,byali g2a.com,"""-1081.505126953125,-1032.4290771484375,-107.15303039550781""","""234.71112060546875,86.0853500366211,0"""
1,1075,pashaBiceps g2a.com,"""-1182.2381591796875,-798.5931396484375,-74.08218383789062""","""242.6862030029297,-19.97412872314453,0"""
1,1076,neo g2a.com,"""-983.299560546875,-920.8138427734375,-123.96875""","""216.00979614257812,-95.33797454833984,0"""
1,1080,Lekr0,"""-617.7269287109375,817.516357421875,16.03125""","""-52.95311737060547,-231.0230712890625,0"""
1,1082,Snax g2a.com,"""-3227.443115234375,44.99928665161133,-29.96875""","""17.483705520629883,246.81057739257812,0"""
1,1083,olofmeister,"""-603.4103393554688,450.6889343261719,-0.96875""","""4.5749006271362305,-249.95814514160156,0"""
1,1083,wenton,"""-579.8283081054688,790.9859619140625,16.03125""","""-109.09821319580078,-201.02099609375,0"""
1,1088,dennis,"""-655.6748657226562,707.3759155273438,16.03125""","""-200.47296142578125,-59.091365814208984,0"""
1,1094,TaZ g2a.com,"""-2462.011962890625,71.99602508544922,-239.96875""","""-238.63955688476562,25.51786231994629,0"""
1,1109,byali g2a.com,"""-1011.5947875976562,-1007.5109252929688,-121.53834533691406""","""235.8039093017578,83.04523468017578,0"""
1,1113,pashaBiceps g2a.com,"""-1118.49267578125,-829.5741577148438,-91.09786987304688""","""198.6652069091797,-151.76344299316406,0"""
1,1114,neo g2a.com,"""-913.7391357421875,-928.8186645507812,-125.16439819335938""","""240.80401611328125,16.049209594726562,0"""
1,1118,Lekr0,"""-644.8414916992188,749.5914306640625,16.03125""","""-105.48371124267578,-226.6565399169922,0"""
1,1120,Snax g2a.com,"""-3226.5634765625,118.00099182128906,-16.96456527709961""","""34.44269561767578,247.6160430908203,0"""
1,1121,olofmeister,"""-602.2845458984375,376.47882080078125,-0.96875""","""3.9109585285186768,-249.9694061279297,0"""
1,1124,Lekr0,"""-650.0289916992188,739.1650390625,18.341745376586914""","""-117.79948425292969,-216.67408752441406,292.6183776855469"""
1,1132,TaZ g2a.com,"""-2530.865966796875,67.29175567626953,-239.96875""","""-235.17965698242188,23.09029197692871,0"""
1,1138,dennis,"""-738.4254760742188,667.365966796875,16.03125""","""-210.08819580078125,-135.50997924804688,0"""
1,1143,wenton,"""-615.9300537109375,735.5827026367188,16.03125""","""-22.27242660522461,-213.10003662109375,0"""
1,1147,byali g2a.com,"""-946.9465942382812,-974.9457397460938,-124.12665557861328""","""224.52256774902344,109.59766387939453,0"""
1,1151,pashaBiceps g2a.com,"""-1062.7227783203125,-878.4984741210938,-111.01008605957031""","""181.73756408691406,-171.67251586914062,0"""
1,1152,neo g2a.com,"""-841.8123779296875,-918.7734985351562,-127.412109375""","""240.96063232421875,44.305419921875,0"""
1,1158,Snax g2a.com,"""-3215.3701171875,190.18722534179688,0.03125""","""70.67052459716797,226.5348663330078,0"""
1,1159,olofmeister,"""-600.8378295898438,302.2742614746094,-0.96875""","""5.4115424156188965,-249.94142150878906,0"""
1,1165,olofmeister,"""-600.581787109375,290.5582580566406,1.341745138168335""","""5.484441757202148,-249.93983459472656,292.6183776855469"""
1,1176,dennis,"""-799.1624145507812,624.7425537109375,16.03125""","""-198.41690063476562,-152.08790588378906,0"""
1,1181,dennis,"""-806.897216796875,618.8251953125,18.341745376586914""","""-199.26083374023438,-148.1787872314453,292.6183776855469"""
1,1185,byali g2a.com,"""-878.4638671875,-946.396484375,-126.26675415039062""","""234.047119140625,87.8746337890625,0"""
1,1189,pashaBiceps g2a.com,"""-1006.66845703125,-924.5368041992188,-123.96875""","""218.5818328857422,-93.29528045654297,0"""
1,1190,neo g2a.com,"""-785.4612426757812,-879.4739990234375,-126.63887023925781""","""162.37249755859375,181.13665771484375,0"""
1,1193,wenton,"""-654.03564453125,653.272216796875,16.03125""","""-147.63096618652344,-201.75503540039062,0"""
1,1196,Snax g2a.com,"""-3175.32275390625,249.68809509277344,0.03125""","""168.6232147216797,184.57032775878906,0"""
1,1220,Lekr0,"""-818.9935302734375,647.690673828125,16.03125""","""-169.81983947753906,-73.54167175292969,0"""
1,1223,byali g2a.com,"""-815.9322509765625,-908.099609375,-127.5997543334961""","""202.60440063476562,146.46316528320312,0"""
1,1227,pashaBiceps g2a.com,"""-935.2153930664062,-938.0314331054688,-124.4932632446289""","""249.34262084960938,-18.11768913269043,0"""
1,1228,neo g2a.com,"""-725.538330078125,-855.4169311523438,-122.92337036132812""","""212.17201232910156,53.01079559326172,0"""
1,1231,wenton,"""-680.8016357421875,586.4126586914062,16.03125""","""-40.4266357421875,-246.709716796875,0"""
1,1234,Snax g2a.com,"""-3125.2490234375,301.0850830078125,0.03125""","""149.53622436523438,180.23788452148438,0"""
1,1258,Lekr0,"""-874.0449829101562,612.2354125976562,16.03125""","""-196.5890655517578,-146.89476013183594,0"""
1,1261,olofmeister,"""-596.5213623046875,104.19071960449219,-0.96875""","""0.2652170956134796,-181.3584747314453,0"""
1,1261,byali g2a.com,"""-747.9922485351562,-892.8572998046875,-126.74534606933594""","""245.8919677734375,-11.351619720458984,0"""
1,1265,pashaBiceps g2a.com,"""-862.6671142578125,-935.50146484375,-126.7603988647461""","""223.12522888183594,77.61077117919922,0"""
1,1269,wenton,"""-710.9136962890625,522.50732421875,0.03125""","""-165.4263458251953,-180.80520629882812,0"""
1,1272,Snax g2a.com,"""-3079.480224609375,348.0013122558594,0.03125""","""198.43309020996094,93.81195831298828,0"""
1,1280,dennis,"""-988.6864624023438,527.8617553710938,0.03125""","""-169.01634216308594,-54.9995002746582,0"""
1,1296,Lekr0,"""-932.9532470703125,567.2495727539062,16.03125""","""-199.1456298828125,-151.13247680664062,0"""
1,1299,olofmeister,"""-600.623779296875,39.95013427734375,0.03125""","""-17.453182220458984,-240.3488006591797,0"""
1,1299,byali g2a.com,"""-680.9124755859375,-913.88525390625,-125.96015930175781""","""225.53773498535156,-91.08251190185547,0"""
1,1303,pashaBiceps g2a.com,"""-799.7615966796875,-901.1611938476562,-127.30862426757812""","""228.35975646972656,82.56501770019531,0"""
1,1307,wenton,"""-765.460205078125,473.38494873046875,-0.96875""","""-157.845947265625,-190.53460693359375,0"""
1,1322,Snax g2a.com,"""-2995.165283203125,376.07958984375,0.03125""","""213.59634399414062,90.463134765625,0"""
1,1331,TaZ g2a.com,"""-2533.90576171875,47.69515609741211,-239.96875""","""196.0584716796875,-13.85952091217041,0"""
1,1334,Lekr0,"""-992.3473510742188,522.7439575195312,0.03125""","""-200.4753875732422,-149.3640594482422,0"""
1,1337,olofmeister,"""-593.7086791992188,-31.856599807739258,0.03125""","""71.99597930908203,-234.18280029296875,0"""
1,1337,byali g2a.com,"""-610.7440795898438,-937.2885131835938,-124.03738403320312""","""239.1494903564453,-72.85276794433594,0"""
1,1341,pashaBiceps g2a.com,"""-729.577392578125,-896.1038818359375,-126.70936584472656""","""218.2368927001953,-75.68302154541016,0"""
1,1345,wenton,"""-822.5863037109375,431.5102844238281,-0.96875""","""-232.051513671875,-76.13716888427734,0"""
1,1360,Snax g2a.com,"""-2928.423583984375,396.2008361816406,0.03125""","""230.56396484375,10.88539981842041,0"""
1,1375,olofmeister,"""-560.9977416992188,-96.52129364013672,-32.65711212158203""","""137.10830688476562,-203.04263305664062,0"""
1,1375,byali g2a.com,"""-539.541015625,-958.2283935546875,-124.37992858886719""","""240.16659545898438,-69.42626953125,0"""
1,1379,pashaBiceps g2a.com,"""-663.0211181640625,-919.7599487304688,-125.49795532226562""","""232.9814910888672,-70.07842254638672,0"""
1,1381,TaZ g2a.com,"""-2460.93359375,45.61306381225586,-239.96875""","""207.39540100097656,64.45445251464844,0"""
1,1383,wenton,"""-895.5780639648438,421.8550109863281,0.03125""","""-249.94667053222656,-5.164143085479736,0"""
1,1398,Snax g2a.com,"""-2858.75146484375,386.55670166015625,0.03125""","""234.1154022216797,-52.82026672363281,0"""
1,1402,TaZ g2a.com,"""-2430.453857421875,57.743186950683594,-237.6582489013672""","""195.74966430664062,52.16324234008789,292.6183776855469"""
1,1413,olofmeister,"""-508.0860595703125,-116.24159240722656,-32.727020263671875""","""219.11514282226562,-27.05906105041504,0"""
1,1413,byali g2a.com,"""-468.4200439453125,-979.0394287109375,-123.16091918945312""","""227.21481323242188,-87.89738464355469,0"""
1,1417,pashaBiceps g2a.com,"""-599.3699340820312,-954.6200561523438,-125.61834716796875""","""224.50686645507812,-93.53189086914062,0"""
1,1436,Snax g2a.com,"""-2789.175537109375,371.2204895019531,0.03125""","""235.5327911376953,-46.090213775634766,0"""
1,1451,byali g2a.com,"""-403.05633544921875,-1010.3036499023438,-126.6927719116211""","""234.3131103515625,-87.1628646850586,0"""
1,1455,pashaBiceps g2a.com,"""-532.1837158203125,-981.5132446289062,-126.72010803222656""","""207.70611572265625,-136.7186279296875,0"""
1,1463,olofmeister,"""-415.4006042480469,-127.1552505493164,-33.60948181152344""","""243.0384979248047,-30.940107345581055,0"""
1,1489,byali g2a.com,"""-332.52294921875,-1033.365478515625,-126.66679382324219""","""239.30953979492188,-72.32527923583984,0"""
1,1493,pashaBiceps g2a.com,"""-462.1772155761719,-1001.3703002929688,-126.7806625366211""","""248.52960205078125,-27.074739456176758,0"""
1,1497,TaZ g2a.com,"""-2284.809814453125,85.92903137207031,-239.96875""","""174.37442016601562,-21.76009178161621,0"""
1,1501,olofmeister,"""-343.35711669921875,-137.150390625,-31.96875""","""242.45790100097656,-35.20185470581055,0"""
1,1527,byali g2a.com,"""-261.2857666015625,-1054.1883544921875,-123.65476989746094""","""240.3212127685547,-68.88916778564453,0"""
1,1531,pashaBiceps g2a.com,"""-389.8323669433594,-1010.37353515625,-126.30014038085938""","""222.49708557128906,-87.09553527832031,0"""
1,1539,olofmeister,"""-273.2572326660156,-136.73019409179688,-31.96875""","""233.54736328125,32.489498138427734,0"""
1,1547,TaZ g2a.com,"""-2209.203125,50.1006965637207,-239.96875""","""178.2020721435547,-143.27574157714844,0"""
1,1565,byali g2a.com,"""-194.61309814453125,-1082.9365234375,-124.01930236816406""","""213.13311767578125,-127.0956802368164,0"""
1,1569,pashaBiceps g2a.com,"""-320.53857421875,-1030.5872802734375,-127.06024169921875""","""226.3974609375,-88.9622802734375,0"""
1,1577,olofmeister,"""-202.31727600097656,-137.07803344726562,-31.96875""","""235.62733459472656,1.4890632629394531,0"""
1,1585,TaZ g2a.com,"""-2168.072998046875,-5.7880401611328125,-239.96875""","""114.60164642333984,-210.87071228027344,0"""
1,1603,byali g2a.com,"""-132.5684356689453,-1119.1839599609375,-124.52114868164062""","""214.04124450683594,-108.56494903564453,0"""
1,1607,pashaBiceps g2a.com,"""-251.14834594726562,-1046.8770751953125,-125.03337097167969""","""238.9232940673828,-22.708086013793945,0"""
1,1615,olofmeister,"""-135.00714111328125,-121.44498443603516,-31.96875""","""233.30169677734375,24.37154769897461,0"""
1,1623,TaZ g2a.com,"""-2154.34814453125,-71.32545471191406,-241.13389587402344""","""-31.07527732849121,-228.9977569580078,0"""
1,1641,byali g2a.com,"""-67.69752502441406,-1143.3033447265625,-127.12992095947266""","""174.39407348632812,-136.6343994140625,0"""
1,1645,pashaBiceps g2a.com,"""-181.11521911621094,-1053.537841796875,-126.11518096923828""","""217.541015625,-70.84278106689453,0"""
1,1653,olofmeister,"""-66.21144104003906,-110.84239959716797,-31.96875""","""233.66348266601562,17.100801467895508,0"""
1,1661,TaZ g2a.com,"""-2173.820556640625,-139.58331298828125,-241.3814239501953""","""-86.11773681640625,-232.68946838378906,0"""
1,1679,byali g2a.com,"""-17.070154190063477,-1188.1632080078125,-127.15805053710938""","""158.61288452148438,-168.64935302734375,0"""
1,1691,olofmeister,"""3.904355049133301,-114.69561004638672,-31.96875""","""231.4626007080078,23.169919967651367,0"""
1,1699,TaZ g2a.com,"""-2195.654541015625,-206.1397705078125,-240.96875""","""16.12742805480957,-222.4017333984375,0"""
1,1717,byali g2a.com,"""32.07231903076172,-1236.6561279296875,-127.7834243774414""","""204.99168395996094,-126.51649475097656,0"""
1,1729,olofmeister,"""72.40117645263672,-103.71134185791016,-29.935211181640625""","""233.39076232910156,21.686748504638672,0"""
1,1733,pashaBiceps g2a.com,"""-178.5474090576172,-1092.500732421875,-122.80335998535156""","""-167.47207641601562,21.354318618774414,0"""
1,1737,TaZ g2a.com,"""-2193.197509765625,-278.1669616699219,-234.43936157226562""","""3.8326008319854736,-249.97061157226562,0"""
1,1755,byali g2a.com,"""91.33875274658203,-1279.7574462890625,-116.2445068359375""","""173.41871643066406,-180.07208251953125,0"""
1,1760,neo g2a.com,"""-652.5343627929688,-841.4476318359375,-115.80431365966797""","""-139.09033203125,0.6086551547050476,0"""
1,1767,olofmeister,"""141.66180419921875,-95.8696517944336,-24.16349220275879""","""235.92568969726562,37.05742645263672,0"""
1,1769,byali g2a.com,"""109.51311492919922,-1300.183837890625,-110.18972778320312""","""165.6650848388672,-187.23001098632812,292.6183776855469"""
1,1775,TaZ g2a.com,"""-2187.298095703125,-351.9840087890625,-199.00787353515625""","""51.119895935058594,-244.71771240234375,0"""
1,1783,pashaBiceps g2a.com,"""-256.8175048828125,-1083.9859619140625,-119.05670166015625""","""-153.3533477783203,30.426137924194336,0"""
1,1805,olofmeister,"""209.6978759765625,-93.22816467285156,-18.493818283081055""","""185.6199188232422,9.787075996398926,0"""
1,1813,TaZ g2a.com,"""-2167.07421875,-423.3597412109375,-179.0400390625""","""77.277587890625,-237.75653076171875,0"""
1,1851,TaZ g2a.com,"""-2142.748046875,-493.47503662109375,-143.1826934814453""","""85.1666259765625,-235.04605102539062,0"""
1,1854,byali g2a.com,"""242.74708557128906,-1377.3209228515625,-91.32672882080078""","""168.87612915039062,-84.40962219238281,0"""
1,1869,pashaBiceps g2a.com,"""-177.02072143554688,-1070.4541015625,-126.32467651367188""","""221.75726318359375,-20.776878356933594,0"""
1,1889,TaZ g2a.com,"""-2117.043212890625,-563.0995483398438,-119.96875""","""89.7414779663086,-233.33767700195312,0"""
1,1892,byali g2a.com,"""301.27557373046875,-1394.7044677734375,-79.96875""","""155.3544921875,-57.91805648803711,0"""
1,1907,pashaBiceps g2a.com,"""-114.74299621582031,-1097.1307373046875,-125.80264282226562""","""205.86505126953125,-123.3676528930664,0"""
1,1927,TaZ g2a.com,"""-2083.93310546875,-629.40673828125,-88.29539489746094""","""128.0106658935547,-214.74000549316406,0"""
1,1945,pashaBiceps g2a.com,"""-52.71654510498047,-1128.278564453125,-126.86102294921875""","""226.3223876953125,-39.15058517456055,0"""
1,1965,TaZ g2a.com,"""-2070.141357421875,-699.3345947265625,-60.633140563964844""","""28.997455596923828,-241.71084594726562,0"""
1,1973,TaZ g2a.com,"""-2067.12841796875,-714.21728515625,-57.65825653076172""","""59.50480270385742,-235.6217498779297,292.6183776855469"""
1,1983,pashaBiceps g2a.com,"""11.624772071838379,-1117.30517578125,-125.87747192382812""","""210.9806671142578,81.75237274169922,0"""
